dataType,metadata_generatedAt,metadata_generatedBy,metadata_logFileName,metadata_schemaVersion,metadata_RSUID,metadata_kind,metadata_psid,metadata_bsmSource,metadata_externalID,coreData_msgCnt,coreData_id,coreData_secMark,coreData_position_lat,coreData_position_long,coreData_elevation,coreData_accelset_accelYaw,coreData_accelset_lat,coreData_accelset_long,coreData_accelset_vert,coreData_angle,coreData_accuracy_orientation,coreData_accuracy_semiMajor,coreData_accuracy_semiMinor,coreData_transmission,coreData_speed,coreData_heading,coreData_brakes_wheelBrakes_leftFront,coreData_brakes_wheelBrakes_rightFront,coreData_brakes_wheelBrakes_unavailable,coreData_brakes_wheelBrakes_leftRear,coreData_brakes_wheelBrakes_rightRear,coreData_brakes_traction,coreData_brakes_abs,coreData_brakes_scs,coreData_brakes_brakeBoost,coreData_brakes_auxBrakes,coreData_size,part2_suve_classification,part2_suve_cd_hpmstype,part2_suve_cd_role,part2_suve_vd_height,part2_suve_vd_mass,part2_suve_vd_bumpers_front,part2_suve_vd_bumpers_rear,part2_vse_events,part2_vse_ph_crumbdata,part2_vse_pp_confidence,part2_vse_pp_radiusofcurve,part2_vse_lights,coreData_position,randomNum,metadata_generatedAt_timeOfDay
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,112,8915715,38449,279519210,-824491570,-226,-232,-19,67,49,127,20252,14,13,unavailable,452,14235,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.449157 27.951921),0.470096972,0.327222222
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,26,8915715,29900,279523322,-824488947,-221,-203,-36,-28,49,127,22018,14,13,unavailable,337,21537,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4488947 27.9523322),0.595272301,0.324722222
bsm,3/19/2021 0:18,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,91,8915715,58000,279523973,-824483739,-229,3,9,-8,49,127,20332,16,14,unavailable,0,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4483739 27.9523973),0.093316639,0.316111111
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,118,8915715,20600,279522830,-824489979,-213,-2,-16,86,48,127,23870,15,11,unavailable,357,28495,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4489979 27.952283),0.059591854,0.805555556
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,94,8915715,31050,279535734,-824490674,-212,460,68,88,49,127,25933,16,13,unavailable,939,401,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4490674 27.9535734),0.116011135,0.808611111
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,1,8915715,40199,279517670,-824491471,-226,-53,3,42,49,127,19835,14,13,unavailable,511,14131,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4491471 27.951767),0.269735648,0.327777778
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,62,8915715,2100,279515301,-824489381,-220,-42,-22,-11,49,127,23640,15,12,unavailable,532,28458,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4489381 27.9515301),0.081944162,0.800555556
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,28,8915715,24400,279526288,-824490297,-212,20,-1,-31,48,127,24027,15,11,unavailable,625,28412,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4490297 27.9526288),0.939441627,0.806666667
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,123,8915715,1200,279523975,-824483742,-230,1,8,-10,49,127,20370,16,14,unavailable,0,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4483742 27.9523975),0.998157949,0.316944444
bsm,3/19/2021 0:18,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,75,8915715,43549,279524632,-824483761,-235,47,30,-116,49,127,20873,16,14,unavailable,207,14213,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4483761 27.9524632),0.718191738,0.311944444
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,108,8915715,25300,279523293,-824485776,-220,82,-33,30,49,127,20499,14,13,unavailable,306,21533,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4485776 27.9523293),0.878714513,0.323611111
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,49,8915715,26499,279528827,-824490493,-210,-16,-76,144,49,127,24119,15,11,unavailable,727,28426,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4490493 27.9528827),0.745346798,0.807222222
bsm,3/19/2021 0:18,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,105,8915715,46599,279524076,-824483749,-234,0,18,-67,49,127,20482,16,14,unavailable,15,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4483749 27.9524076),0.231511998,0.312777778
bsm,3/19/2021 0:18,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,25,8915715,51400,279523981,-824483745,-230,-1,11,-19,49,127,20524,16,14,unavailable,4,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4483745 27.9523981),0.310030368,0.314166667
bsm,3/19/2021 0:47,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,7,8915715,56600,279509739,-824488922,-226,-6,-14,-8,49,127,24729,15,12,unavailable,597,28452,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4488922 27.9509739),0.444924935,0.798888889
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,93,8915715,11000,279524006,-824483816,-225,-1,7,-11,49,127,20107,14,13,unavailable,0,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4483816 27.9524006),0.432753158,0.319444444
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,70,8915715,15750,279521025,-824489817,-215,0,-14,37,49,127,23903,15,12,unavailable,3,28487,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4489817 27.9521025),0.493288827,0.804166667
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,63,8915715,27900,279530748,-824490673,-209,71,-64,127,49,127,24222,15,11,unavailable,810,28441,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4490673 27.9530748),0.796428194,0.8075
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,103,8915715,24800,279523311,-824485468,-220,269,-31,120,48,127,20194,14,13,unavailable,288,21549,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4485468 27.9523311),0.646775042,0.323333333
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,8,8915715,15300,279523997,-824483824,-225,184,9,21,49,127,19990,14,13,unavailable,19,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4483824 27.9523997),0.082406971,0.320833333
bsm,3/19/2021 0:18,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,86,8915715,57499,279523974,-824483740,-230,-1,10,-11,48,127,20334,16,14,unavailable,0,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.448374 27.9523974),0.048394756,0.315833333
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,34,8915715,5099,279523976,-824483748,-229,0,6,-12,49,127,20406,16,13,unavailable,0,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4483748 27.9523976),0.644028886,0.318055556
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,98,8915715,11499,279524009,-824483820,-224,0,10,-14,49,127,20063,14,13,unavailable,0,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.448382 27.9524009),0.347070895,0.319722222
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,12,8915715,28499,279523318,-824487953,-220,-23,-50,1,49,127,21940,14,13,unavailable,354,21631,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4487953 27.9523318),0.406594676,0.324444444
bsm,3/19/2021 0:18,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,116,8915715,47750,279524034,-824483747,-232,9,11,-12,49,127,20503,16,14,unavailable,15,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4483747 27.9524034),0.451380594,0.313055556
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,126,8915715,14250,279524013,-824483827,-225,20,4,28,49,127,19940,14,13,unavailable,10,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4483827 27.9524013),0.883650459,0.320555556
bsm,3/19/2021 0:18,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,9,8915715,49800,279524009,-824483748,-230,64,12,-34,48,127,20633,16,14,unavailable,1,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4483748 27.9524009),0.544500887,0.313611111
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,70,8915715,8699,279523994,-824483788,-227,-1,7,-10,49,127,20245,15,13,unavailable,0,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4483788 27.9523994),0.443694943,0.318888889
bsm,3/19/2021 0:18,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,88,8915715,44900,279524255,-824483751,-235,56,16,-149,48,127,20717,16,14,unavailable,110,14260,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4483751 27.9524255),0.667880473,0.312222222
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,22,8915715,3900,279523973,-824483744,-229,0,9,-11,49,127,20377,16,13,unavailable,0,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4483744 27.9523973),0.301219609,0.3175
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,43,8915715,31549,279523185,-824490066,-218,-1172,-133,-7,48,127,22012,14,13,unavailable,333,20446,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4490066 27.9523185),0.039758622,0.325277778
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,116,8915715,33200,279539288,-824490023,-205,396,54,107,50,127,25650,16,13,unavailable,991,1068,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4490023 27.9539288),0.921529257,0.809166667
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,61,8915715,33400,279522618,-824491055,-220,-2318,-215,-80,50,127,21907,14,13,unavailable,288,17641,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4491055 27.9522618),0.159841979,0.325833333
bsm,3/19/2021 0:18,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,98,8915715,58700,279523974,-824483740,-229,0,7,-11,49,127,20337,16,14,unavailable,0,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.448374 27.9523974),0.670248289,0.316111111
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,56,8915715,14350,279521020,-824489815,-215,3,-9,5,49,127,23882,15,12,unavailable,3,28487,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4489815 27.952102),0.165721354,0.803888889
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,90,8915715,17750,279521311,-824489847,-214,-55,-45,182,48,127,23855,15,12,unavailable,172,28471,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4489847 27.9521311),0.999528431,0.804722222
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,113,8915715,200,279523975,-824483741,-229,0,8,-11,49,127,20367,16,14,unavailable,0,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4483741 27.9523975),0.774839978,0.316666667
bsm,3/19/2021 0:47,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,97,8915715,52800,279505633,-824488537,-230,-1,-13,41,49,127,24653,15,11,unavailable,577,28493,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4488537 27.9505633),0.065130173,0.797777778
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,7,8915715,28000,279523316,-824487604,-221,-37,-80,98,49,127,21860,14,13,unavailable,361,21631,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4487604 27.9523316),0.995300773,0.324166667
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,4,8915715,14850,279524001,-824483825,-225,105,7,32,49,127,19991,14,13,unavailable,18,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4483825 27.9524001),0.429368084,0.320555556
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,60,8915715,20449,279523630,-824484032,-225,1077,13,123,49,127,19782,14,13,unavailable,89,16716,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4484032 27.952363),0.890358541,0.322222222
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,42,8915715,100,279513353,-824489220,-223,-15,-14,-13,49,127,23879,15,12,unavailable,555,28450,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.448922 27.9513353),0.423430007,0.8
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,17,8915715,3400,279523976,-824483745,-230,0,10,-10,49,127,20368,16,13,unavailable,0,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4483745 27.9523976),0.78249015,0.3175
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,72,8915715,3100,279516248,-824489479,-220,-14,-20,-13,48,127,23707,15,12,unavailable,522,28429,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4489479 27.9516248),0.316988749,0.800833333
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,61,8915715,7800,279523987,-824483773,-228,1,9,-10,49,127,20328,15,13,unavailable,0,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4483773 27.9523987),0.221857628,0.318611111
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,54,8915715,32699,279522902,-824490749,-218,-2120,-250,-97,46,127,21936,14,13,unavailable,303,18950,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4490749 27.9522902),0.658527679,0.325555556
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,9,8915715,22499,279524315,-824490104,-213,-65,-67,195,49,127,23912,15,11,unavailable,517,28442,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4490104 27.9524315),0.51663218,0.806111111
bsm,3/19/2021 0:18,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,38,8915715,52699,279523973,-824483741,-230,0,10,-9,48,127,20445,16,14,unavailable,2,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4483741 27.9523973),0.740557893,0.314444444
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,46,8915715,6300,279523977,-824483751,-229,1,8,-10,49,127,20429,15,13,unavailable,0,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4483751 27.9523977),0.354893643,0.318333333
bsm,3/19/2021 0:18,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,53,8915715,54200,279523974,-824483743,-230,0,8,-9,49,127,20344,16,14,unavailable,0,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4483743 27.9523974),0.874264687,0.315
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,83,8915715,35599,279521337,-824491526,-224,-844,-108,107,48,127,21199,14,13,unavailable,388,14985,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4491526 27.9521337),0.404685064,0.326388889
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,32,8915715,17649,279523911,-824483854,-226,403,9,-2,49,127,20035,14,13,unavailable,37,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4483854 27.9523911),0.55544871,0.321388889
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,43,8915715,44400,279513732,-824491028,-226,-197,-18,8,48,127,19482,14,13,unavailable,529,13766,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4491028 27.9513732),0.30262817,0.328888889
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,107,8915715,19499,279522140,-824489929,-213,82,-44,101,49,127,23874,15,11,unavailable,333,28479,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4489929 27.952214),0.586302156,0.805277778
bsm,3/19/2021 0:18,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,16,8915715,50499,279523987,-824483745,-231,26,16,-74,49,127,20610,16,14,unavailable,2,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4483745 27.9523987),0.075822177,0.313888889
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,37,8915715,18149,279523869,-824483875,-226,454,3,35,48,127,20001,14,13,unavailable,48,14280,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4483875 27.9523869),0.021854645,0.321666667
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,123,8915715,21100,279523154,-824490006,-213,-20,-28,107,49,127,23854,15,11,unavailable,376,28479,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4490006 27.9523154),0.346272606,0.805833333
bsm,3/19/2021 0:48,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,97,8915715,31300,279536159,-824490624,-212,452,57,87,49,127,25933,16,13,unavailable,952,493,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4490624 27.9536159),0.458160392,0.808611111
bsm,3/19/2021 0:19,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,49,8915715,32149,279523067,-824490441,-218,-1379,-260,-89,50,127,21940,14,13,unavailable,317,19855,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4490441 27.9523067),0.57949199,0.325555556
bsm,3/19/2021 0:47,rsu,2021_3_19_0_thea2.csv,1,thea2,in,32,RV,NA,125,8915715,55600,279508660,-824488833,-227,4,7,-32,49,127,24924,14,11,unavailable,605,28447,0,0,1,0,0,unavailable,unavailable,unavailable,off,unavailable,"{""width"": ""210"", ""length"": ""460""}",NaN,,,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,POINT (-82.4488833 27.950866),0.93731803,0.798611111
